genus_species,Order,Suborder,Family,Subfamily,Genus,Species,mod_tiplabel,SVL_mm,Mass_g,rootmass,ED_right_mm,ED_left_mm,eyemean,CD_right_mm,CD_left_mm,cormean,Adult_habitat,Activity_period,Mating_habitat,Life_history,Larval_habitat,Sex_dichromatism
Leiopelma_hochstetteri,Anura,Archaeobatrachia,Leiopelmatidae,NA,Leiopelma,hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,41.8,6,1.8171205928321397,6.5,6.5,6.5,5.5,5.2,5.35,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Leiopelma_hochstetteri,Anura,Archaeobatrachia,Leiopelmatidae,NA,Leiopelma,hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,39,6,1.8171205928321397,6.5,6,6.25,5,5,5,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Leiopelma_hochstetteri,Anura,Archaeobatrachia,Leiopelmatidae,NA,Leiopelma,hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,36.1,4,1.5874010519681994,6.2,6,6.1,5,4.5,4.75,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Lepidobatrachus_laevis,Anura,Neobatrachia,Ceratophryidae,NA,Lepidobatrachus,laevis,Lepidobatrachus_laevis_Ceratophryidae,43,10,2.154434690031884,5,5.2,5.1,3.6,4.3,3.95,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Lepidobatrachus_laevis,Anura,Neobatrachia,Ceratophryidae,NA,Lepidobatrachus,laevis,Lepidobatrachus_laevis_Ceratophryidae,86.6,93,4.530654896083492,7.9,8.5,8.2,4.9,5.3,5.1,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Leptobrachella_bidoupensis,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,bidoupensis,Leptobrachella_bidoupensis_Megophryidae,28.6,NA,NA,4.4,4.5,4.45,3.7,3.6,3.6500000000000004,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_bidoupensis,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,bidoupensis,Leptobrachella_bidoupensis_Megophryidae,28.8,NA,NA,4.1,4.2,4.15,3.7,3.6,3.6500000000000004,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_dringi,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,dringi,Leptobrachella_dringi_Megophryidae,44.2,5,1.7099759466766968,6.8,6.4,6.6,5.4,5.5,5.45,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_dringi,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,dringi,Leptobrachella_dringi_Megophryidae,42.2,3,1.4422495703074083,6.2,5.9,6.050000000000001,5.1,4.8,4.949999999999999,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_dringi,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachella,dringi,Leptobrachella_dringi_Megophryidae,40.5,5,1.7099759466766968,5.9,5.5,5.7,5.3,5.1,5.199999999999999,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachium_chapaense,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachium,chapaense,Leptobrachium_chapaense_Megophryidae,51.1,9,2.080083823051904,7.3,7.1,7.199999999999999,5.7,5.9,5.800000000000001,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Leptobrachium_chapaense,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachium,chapaense,Leptobrachium_chapaense_Megophryidae,51.7,9,2.080083823051904,7.6,7.5,7.55,6.8,6.4,6.6,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Leptobrachium_chapaense,Anura,Archaeobatrachia,Megophryidae,NA,Leptobrachium,chapaense,Leptobrachium_chapaense_Megophryidae,61.2,21,2.7589241763811203,9.3,8.6,8.95,7.9,7.5,7.7,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Leptodactylodon_ovatus,Anura,Neobatrachia,Arthroleptidae,NA,Leptodactylodon,ovatus,Leptodactylodon_ovatus_Arthroleptidae,39,7.8,1.9831924826807745,4.7,NA,4.7,3.4,NA,3.4,Semiaquatic,NA,Ground,Free-living larvae,Lotic water,Absent
Leptodactylodon_ovatus,Anura,Neobatrachia,Arthroleptidae,NA,Leptodactylodon,ovatus,Leptodactylodon_ovatus_Arthroleptidae,39.2,7.4,1.9486951603746576,4.8,4.7,4.75,3.9,3.7,3.8,Semiaquatic,NA,Ground,Free-living larvae,Lotic water,Absent
Leptodactylodon_ovatus,Anura,Neobatrachia,Arthroleptidae,NA,Leptodactylodon,ovatus,Leptodactylodon_ovatus_Arthroleptidae,25.5,2.3,1.3200061217959123,NA,3.3,3.3,NA,2.7,2.7,Semiaquatic,NA,Ground,Free-living larvae,Lotic water,Absent
Leptodactylus_albilabris,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,albilabris,Leptodactylus_albilabris_Leptodactylidae,31.4,2.4,1.338865900164339,4.4,4.3,4.35,3.6,3.5,3.55,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,NA
Leptodactylus_albilabris,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,albilabris,Leptodactylus_albilabris_Leptodactylidae,34.1,3.7,1.5466803737720354,4.7,4.8,4.75,3.7,3.6,3.6500000000000004,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,NA
Leptodactylus_albilabris,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,albilabris,Leptodactylus_albilabris_Leptodactylidae,33.2,2.8,1.4094597464129783,4,4.3,4.15,3.3,3.5,3.4,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,NA
Leptodactylus_bolivianus,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,bolivianus,Leptodactylus_bolivianus_Leptodactylidae,71,29.4,3.0863779681585846,8,7.6,7.8,5.9,5.8,5.85,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Leptodactylus_bolivianus,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,bolivianus,Leptodactylus_bolivianus_Leptodactylidae,102.7,55.3,3.8098543859954987,9.4,9.5,9.45,6.8,7,6.9,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Leptodactylus_bolivianus,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,bolivianus,Leptodactylus_bolivianus_Leptodactylidae,78.1,40.5,3.4341427276599954,9.4,9.3,9.350000000000001,6.7,6.8,6.75,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Leptodactylus_melanonotus,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,melanonotus,Leptodactylus_melanonotus_Leptodactylidae,34.5,3.4,1.5036945962049748,3.8,3.7,3.75,3,2.8,2.9,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Obscured,Absent
Leptodactylus_melanonotus,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,melanonotus,Leptodactylus_melanonotus_Leptodactylidae,33.2,3.2,1.4736125994561546,4,4,4,3.2,3.1,3.1500000000000004,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Obscured,Absent
Leptodactylus_melanonotus,Anura,Neobatrachia,Leptodactylidae,NA,Leptodactylus,melanonotus,Leptodactylus_melanonotus_Leptodactylidae,33.7,3.3,1.4888055529538273,4.2,3.9,4.05,3.4,2.9,3.15,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Obscured,Absent
Leptopelis_parkeri,Anura,Neobatrachia,Arthroleptidae,NA,Leptopelis,parkeri,Leptopelis_parkeri_Arthroleptidae,58,10.5,2.1897595699439445,8.2,8.4,8.3,5.9,6,5.95,Scansorial,Nocturnal,Ground,Free-living larvae,Lentic water,Present
Leptopelis_parkeri,Anura,Neobatrachia,Arthroleptidae,NA,Leptopelis,parkeri,Leptopelis_parkeri_Arthroleptidae,55.5,7,1.912931182772389,8.2,8,8.1,6.5,6,6.25,Scansorial,Nocturnal,Ground,Free-living larvae,Lentic water,Present
Leptopelis_parkeri,Anura,Neobatrachia,Arthroleptidae,NA,Leptopelis,parkeri,Leptopelis_parkeri_Arthroleptidae,40,2.5,1.3572088082974532,6.2,6.3,6.25,4.9,5,4.95,Scansorial,Nocturnal,Ground,Free-living larvae,Lentic water,Present
Leptophryne_borbonica,Anura,Neobatrachia,Bufonidae,NA,Leptophryne,borbonica,Leptophryne_borbonica_Bufonidae,34.4,4.8,1.6868653306034984,4.3,4,4.15,3.2,3.5,3.35,Subfossorial,NA,Lotic water,Free-living larvae,NA,Absent
Leptophryne_borbonica,Anura,Neobatrachia,Bufonidae,NA,Leptophryne,borbonica,Leptophryne_borbonica_Bufonidae,28.2,2.6,1.375068867074141,4.2,3.6,3.9000000000000004,3.5,3.4,3.45,Subfossorial,NA,Lotic water,Free-living larvae,NA,Absent
Leptophryne_borbonica,Anura,Neobatrachia,Bufonidae,NA,Leptophryne,borbonica,Leptophryne_borbonica_Bufonidae,26.9,2.5,1.3572088082974532,3.6,3.6,3.6,3.1,2.9,3,Subfossorial,NA,Lotic water,Free-living larvae,NA,Absent
Limnodynastes_salmini,Anura,Neobatrachia,Limnodynastidae,NA,Limnodynastes,salmini,Limnodynastes_salmini_Myobatrachidae,57.6,20,2.7144176165949063,6.8,6.6,6.699999999999999,4.7,4.9,4.800000000000001,Subfossorial,NA,Lentic water,Free-living larvae,Lentic water,Absent
Limnodynastes_salmini,Anura,Neobatrachia,Limnodynastidae,NA,Limnodynastes,salmini,Limnodynastes_salmini_Myobatrachidae,67.3,30,3.1072325059538586,7.8,7.9,7.85,5.7,6.3,6,Subfossorial,NA,Lentic water,Free-living larvae,Lentic water,Absent
Limnodynastes_salmini,Anura,Neobatrachia,Limnodynastidae,NA,Limnodynastes,salmini,Limnodynastes_salmini_Myobatrachidae,60.4,23,2.8438669798515654,7.7,7.6,7.65,6.1,6.2,6.15,Subfossorial,NA,Lentic water,Free-living larvae,Lentic water,Absent
Limnonectes_khasianus,Anura,Neobatrachia,Dicroglossidae,NA,Limnonectes,khasianus,Limnonectes_laticeps_Dicroglossidae,38.4,8.1,2.0082988502465087,6.1,6.2,6.15,4.5,4.7,4.6,Semiaquatic,Nocturnal,NA,Free-living larvae,Lentic water,NA
Limnonectes_khasianus,Anura,Neobatrachia,Dicroglossidae,NA,Limnonectes,khasianus,Limnonectes_laticeps_Dicroglossidae,40.6,7.6,1.966095144983117,5.8,6.4,6.1,4.8,5.2,5,Semiaquatic,Nocturnal,NA,Free-living larvae,Lentic water,NA
Lithobates_berlandieri,Anura,Neobatrachia,Ranidae,NA,Lithobates,berlandieri,Rana_berlandieri_Ranidae,61.5,22.2,2.810504757710476,7.8,7.5,7.65,6.2,6.2,6.2,Semiaquatic,Both,Lotic water,Free-living larvae,Lotic water,Absent
Lithobates_berlandieri,Anura,Neobatrachia,Ranidae,NA,Lithobates,berlandieri,Rana_berlandieri_Ranidae,65.7,23,2.8438669798515654,8.1,7.8,7.949999999999999,5.9,5.6,5.75,Semiaquatic,Both,Lotic water,Free-living larvae,Lotic water,Absent
Lithobates_catesbeianus,Anura,Neobatrachia,Ranidae,NA,Lithobates,catesbeianus,Rana_catesbeiana_Ranidae,118.4,170,5.539658256754464,14.3,14,14.15,9.1,9.4,9.25,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_catesbeianus,Anura,Neobatrachia,Ranidae,NA,Lithobates,catesbeianus,Rana_catesbeiana_Ranidae,120.7,216,5.999999999999999,NA,14.8,14.8,NA,9.5,9.5,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_pipiens,Anura,Neobatrachia,Ranidae,NA,Lithobates,pipiens,Rana_pipiens_Ranidae,56.8,19.8,2.7053392289952405,6.9,6.7,6.800000000000001,4.7,4.7,4.7,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_pipiens,Anura,Neobatrachia,Ranidae,NA,Lithobates,pipiens,Rana_pipiens_Ranidae,58.2,21.8,2.7935224412476316,7.3,NA,7.3,5.2,NA,5.2,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_pipiens,Anura,Neobatrachia,Ranidae,NA,Lithobates,pipiens,Rana_pipiens_Ranidae,56.9,21.3,2.7719998417487504,7.3,7,7.15,4.4,5.5,4.95,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_virgatipes,Anura,Neobatrachia,Ranidae,NA,Lithobates,virgatipes,Rana_virgatipes_Ranidae,50.6,12.4,2.3145890545258756,7.5,7.5,7.5,5.6,5.2,5.4,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_virgatipes,Anura,Neobatrachia,Ranidae,NA,Lithobates,virgatipes,Rana_virgatipes_Ranidae,40.1,8.1,2.0082988502465087,6.3,6.3,6.3,4.1,4,4.05,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_virgatipes,Anura,Neobatrachia,Ranidae,NA,Lithobates,virgatipes,Rana_virgatipes_Ranidae,49.5,12.4,2.3145890545258756,6.8,6.6,6.699999999999999,4.8,4.7,4.75,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithodytes_lineatus,Anura,Neobatrachia,Leptodactylidae,NA,Lithodytes,lineatus,Lithodytes_lineatus_Leptodactylidae,46.2,7.6,1.966095144983117,5.7,5.5,5.6,4.5,4.5,4.5,Subfossorial,Both,Ground,Free-living larvae,Obscured,NA
Mantella_aurantiaca,Anura,Neobatrachia,Mantellidae,NA,Mantella,aurantiaca,Mantella_aurantiaca_Mantellidae,21.5,1.2,1.0626585691826111,2.6,2.7,2.6500000000000004,2.2,2.2,2.2,Ground-dwelling,Diurnal,Ground,Free-living larvae,Lentic water,Absent
Mantella_aurantiaca,Anura,Neobatrachia,Mantellidae,NA,Mantella,aurantiaca,Mantella_aurantiaca_Mantellidae,21.8,1.1,1.0322801154563672,2.5,2.6,2.55,2.2,2.2,2.2,Ground-dwelling,Diurnal,Ground,Free-living larvae,Lentic water,Absent
Mantophryne_lateralis,Anura,Neobatrachia,Microhylidae,Asterophryinae,Mantophryne,lateralis,Mantophryne_lateralis_Microhylidae,36.5,4.2,1.6134286460245437,4.5,4.8,4.65,3.5,3.6,3.55,Ground-dwelling,Nocturnal,NA,No free-living larvae,No larvae,NA
Mantophryne_lateralis,Anura,Neobatrachia,Microhylidae,Asterophryinae,Mantophryne,lateralis,Mantophryne_lateralis_Microhylidae,35.3,4.2,1.6134286460245437,4.4,4.3,4.35,3.8,3.7,3.75,Ground-dwelling,Nocturnal,NA,No free-living larvae,No larvae,NA
Mantophryne_lateralis,Anura,Neobatrachia,Microhylidae,Asterophryinae,Mantophryne,lateralis,Mantophryne_lateralis_Microhylidae,20.4,1.1,1.0322801154563672,3,2.7,2.85,2.6,2.6,2.6,Ground-dwelling,Nocturnal,NA,No free-living larvae,No larvae,NA
Megophrys_brachykolos,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,brachykolos,Megophrys_brachykolos_Megophryidae,41.1,5,1.7099759466766968,5.8,5.3,5.55,4.4,4.7,4.550000000000001,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_brachykolos,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,brachykolos,Megophrys_brachykolos_Megophryidae,41,4,1.5874010519681994,6.1,5.9,6,5.1,5,5.05,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_brachykolos,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,brachykolos,Megophrys_brachykolos_Megophryidae,40.1,5,1.7099759466766968,5.6,5.3,5.449999999999999,4.3,4.2,4.25,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_feae,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,feae,Megophrys_feae_Megophryidae,119.5,98,4.610436292058446,11.4,11.7,11.55,9.1,9,9.05,Subfossorial,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_feae,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,feae,Megophrys_feae_Megophryidae,121.7,120,4.93242414866094,10.3,11,10.65,8.7,8.8,8.75,Subfossorial,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_feae,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,feae,Megophrys_feae_Megophryidae,102.6,101,4.657009507803835,11.2,11.4,11.3,7.6,7.6,7.6,Subfossorial,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_gerti,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,gerti,Megophrys_gerti_Megophryidae,32.3,3,1.4422495703074083,NA,4.2,4.2,NA,3.5,3.5,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lotic water,NA
Megophrys_intermedia,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,intermedia,Megophrys_intermedia_Megophryidae,102.1,84,4.379519139887889,11.3,10.5,10.9,8,8,8,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_microstoma,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,microstoma,Megophrys_microstoma_Megophryidae,37.1,3,1.4422495703074083,5.1,4.6,4.85,4,3.8,3.9,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_microstoma,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,microstoma,Megophrys_microstoma_Megophryidae,33.1,3,1.4422495703074083,5,4.8,4.9,3.7,3.3,3.5,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_microstoma,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,microstoma,Megophrys_microstoma_Megophryidae,36.3,3,1.4422495703074083,4.9,4.8,4.85,4,3.8,3.9,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_nasuta,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,107,91,4.497941445275415,14.9,14.4,14.65,11.2,10.3,10.75,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Megophrys_nasuta,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,101,68,4.081655101917348,12.2,12.2,12.2,8.8,9,8.9,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Megophrys_nasuta,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,81,27,3,10.2,9.5,9.85,8.5,8.1,8.3,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Megophrys_nasuta,Anura,Archaeobatrachia,Megophryidae,NA,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,115,143,5.229321531755983,12.8,12.2,12.5,9.3,9.7,9.5,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Melanobatrachus_indicus,Anura,Neobatrachia,Microhylidae,Melanobatrachinae,Melanobatrachus,indicus,Melanobatrachus_indicus_Microhylidae,33.9,3.9,1.5740609166314434,4.3,4.5,4.4,3.7,3.7,3.7,Subfossorial,NA,NA,NA,NA,NA
Melanobatrachus_indicus,Anura,Neobatrachia,Microhylidae,Melanobatrachinae,Melanobatrachus,indicus,Melanobatrachus_indicus_Microhylidae,29.8,2.2,1.300591446851387,4.1,4.2,4.15,3.7,3.7,3.7,Subfossorial,NA,NA,NA,NA,NA
Melanobatrachus_indicus,Anura,Neobatrachia,Microhylidae,Melanobatrachinae,Melanobatrachus,indicus,Melanobatrachus_indicus_Microhylidae,20.7,0.9,0.9654893846056297,2.9,3.2,3.05,2.4,2.5,2.45,Subfossorial,NA,NA,NA,NA,NA
Melanophryniscus_stelzneri,Anura,Neobatrachia,Bufonidae,NA,Melanophryniscus,stelzneri,Melanophryniscus_stelzneri_Bufonidae,28.1,2.6,1.375068867074141,3.8,4,3.9,2.8,2.7,2.75,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Melanophryniscus_stelzneri,Anura,Neobatrachia,Bufonidae,NA,Melanophryniscus,stelzneri,Melanophryniscus_stelzneri_Bufonidae,31.5,3.4,1.5036945962049748,3.9,3.4,3.65,2.7,2.7,2.7,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Melanophryniscus_stelzneri,Anura,Neobatrachia,Bufonidae,NA,Melanophryniscus,stelzneri,Melanophryniscus_stelzneri_Bufonidae,31,2.7,1.3924766500838337,3.4,3.7,3.55,2.8,2.8,2.8,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Mertensophryne_micranotis,Anura,Neobatrachia,Bufonidae,NA,Mertensophryne,micranotis,Mertensophryne_micranotis_Bufonidae,18.4,0.6,0.8434326653017492,2.6,2.2,2.4000000000000004,1.8,1.8,1.8,Subfossorial,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Mertensophryne_micranotis,Anura,Neobatrachia,Bufonidae,NA,Mertensophryne,micranotis,Mertensophryne_micranotis_Bufonidae,18.5,0.7,0.8879040017426006,2.3,2.2,2.25,1.6,1.8,1.7000000000000002,Subfossorial,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Mertensophryne_micranotis,Anura,Neobatrachia,Bufonidae,NA,Mertensophryne,micranotis,Mertensophryne_micranotis_Bufonidae,18.7,0.5,0.7937005259840998,2.3,2.3,2.3,1.7,2,1.85,Subfossorial,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Micrixalus_phyllophilus,Anura,Neobatrachia,Micrixalidae,NA,Micrixalus,phyllophilus,Micrixalus_phyllophilus_Micrixalidae,33.6,4.8,1.6868653306034984,4.1,4,4.05,3.2,3.1,3.1500000000000004,Subfossorial,NA,NA,NA,NA,NA
Micrixalus_phyllophilus,Anura,Neobatrachia,Micrixalidae,NA,Micrixalus,phyllophilus,Micrixalus_phyllophilus_Micrixalidae,31.5,4.1,1.6005206638831553,3.8,3.9,3.8499999999999996,3.1,3,3.05,Subfossorial,NA,NA,NA,NA,NA
Microhyla_annectens,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,annectens,Microhyla_annectens_Microhylidae,18.7,0.8,0.9283177667225558,2.4,2.1,2.25,2.3,2,2.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_annectens,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,annectens,Microhyla_annectens_Microhylidae,18.6,0.7,0.8879040017426006,2.2,2.1,2.1500000000000004,2,2.1,2.05,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_annectens,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,annectens,Microhyla_annectens_Microhylidae,14.8,0.3,0.6694329500821695,2.1,2.3,2.2,1.8,2,1.9,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_fissipes,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,fissipes,Microhyla_fissipes_Microhylidae,22.3,NA,NA,2.5,2.6,2.55,1.7,1.8,1.75,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_fusca,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,fusca,Microhyla_fusca_Microhylidae,22.5,NA,NA,2.5,2.6,2.55,2.2,2.2,2.2,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_fusca,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,fusca,Microhyla_fusca_Microhylidae,23.9,NA,NA,2.8,2.9,2.8499999999999996,2.3,2.2,2.25,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_fusca,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,fusca,Microhyla_fusca_Microhylidae,24.2,NA,NA,2.8,2.6,2.7,2.2,2.1,2.1500000000000004,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_heymonsi,Anura,Neobatrachia,Microhylidae,NA,Microhyla,heymonsi,Microhyla_heymonsi_Microhylidae,22.4,2.3,1.3200061217959123,2.5,2.5,2.5,1.9,2.2,2.05,Subfossorial,Nocturnal,NA,NA,NA,Absent
Microhyla_heymonsi,Anura,Neobatrachia,Microhylidae,NA,Microhyla,heymonsi,Microhyla_heymonsi_Microhylidae,16.7,0.8,0.9283177667225558,2.2,1.9,2.05,2.1,2,2.05,Subfossorial,Nocturnal,NA,NA,NA,Absent
Microhyla_marmorata,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,marmorata,Microhyla_marmorata_Microhylidae,19,NA,NA,2.5,2.7,2.6,2.2,2.2,2.2,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_marmorata,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,marmorata,Microhyla_marmorata_Microhylidae,17.4,NA,NA,2.3,2.4,2.3499999999999996,2,1.9,1.95,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_marmorata,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,marmorata,Microhyla_marmorata_Microhylidae,13.7,NA,NA,2,2,2,1.7,1.7,1.7,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_pulverata,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,pulverata,Microhyla_pulverata_Microhylidae,23.7,NA,NA,2.9,2.8,2.8499999999999996,2.2,2.3,2.25,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Microhyla_pulverata,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,pulverata,Microhyla_pulverata_Microhylidae,21.1,NA,NA,2.6,2.5,2.55,2.2,2.3,2.25,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Microhyla_pulverata,Anura,Neobatrachia,Microhylidae,Microhylinae,Microhyla,pulverata,Microhyla_pulverata_Microhylidae,26.8,NA,NA,2.8,2.9,2.8499999999999996,2.5,2.4,2.45,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Mixophyes_fasciolatus,Anura,Neobatrachia,Myobatrachidae,NA,Mixophyes,fasciolatus,Mixophyes_fasciolatus_Myobatrachidae,58.4,16,2.5198420997897464,8.8,8.6,8.7,6.7,7,6.85,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Mixophyes_fasciolatus,Anura,Neobatrachia,Myobatrachidae,NA,Mixophyes,fasciolatus,Mixophyes_fasciolatus_Myobatrachidae,67.1,27,3,10.3,10,10.15,8,8.2,8.1,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Mixophyes_fasciolatus,Anura,Neobatrachia,Myobatrachidae,NA,Mixophyes,fasciolatus,Mixophyes_fasciolatus_Myobatrachidae,24.3,2,1.2599210498948732,4.2,4.2,4.2,3.2,3.5,3.35,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Myobatrachus_gouldii,Anura,Neobatrachia,Myobatrachidae,NA,Myobatrachus,gouldii,Myobatrachus_gouldii_Myobatrachidae,43.8,11,2.2239800905693152,NA,NA,NA,2.8,2,2.4,Fossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
